name,country,population,aliases
Gifu,JP,402557,岐阜|岐阜市
Fukuoka,JP,1612392,福岡|福岡市
Fukui-shi,JP,262328,福井|福井市
Aihara,JP,725493,相原
Shimotoda,JP,140899,下戸田
Wakayama,JP,356729,和歌山|和歌山市
Matsuyama,JP,511192,松山|松山市
Yamagata,JP,248772,山形|山形市
Sendai,JP,1096704,仙台|仙台市
Morioka,JP,290700,盛岡|盛岡市
Mito,JP,270685,水戸|水戸市
Katsuta,JP,155968,
Fukushima,JP,294237,福島|福島市
Chiba,JP,979768,千葉|千葉市
Akita,JP,307672,秋田|秋田市
Sapporo,JP,1973832,札幌|札幌市
Aomori,JP,298394,青森|青森市
Fujimino,JP,113597,
Nasushiobara,JP,115794,那須塩原|那須塩原市|那須鹽原市
Saitama,JP,1324854,
Kotō,JP,543730,江東区|湖東
Thika,KE,251407,
Ruiru,KE,490120,魯依魯
Ngong,KE,102323,
Nakuru,KE,570674,纳库鲁
Naivasha,KE,198444,奈瓦沙
Nairobi,KE,4397073,Nai-lo̍k-pí|Nairóbi|Nairóvi|Tó Sikʼaz|內羅比|内罗毕|奈洛比|賴羅比
Mwala,KE,181896,
Mombasa,KE,1208333,Mombása|蒙巴萨
Matuga,KE,194252,
Mandera,KE,114718,
Malindi,KE,119859,馬林迪|马林迪
Limuru,KE,159314,利穆魯
Ongata Rongai,KE,172569,
Kitale,KE,162174,基塔萊
Kisumu,KE,397957,基蘇木
Kisii,KE,112417,基西
Kikuyu,KE,323881,
Kiambu,KE,147870,
Khwisero,KE,113294,
Karuri,KE,194342,
Karuri,KE,194342,
Kakamega,KE,1867579,卡卡梅加
Jomvu,KE,163415,
Garissa,KE,163399,加里萨
Eldoret,KE,475716,埃爾多雷特
Kitengela,KE,154436,
Juja,KE,156041,
Mlolongo,KE,136351,
Osh,KG,322164,奧什
Jalal-Abad,KG,123239,賈拉拉巴德
Bishkek,KG,900000,比什凯克
Phnom Penh,KH,1573544,Phnom Pénh|Phnum Pénh|Phnum Pény|金边
Takeo,KH,843931,Takéo
Siem Reap,KH,139458,Siĕm Réab|Siĕmréab|暹粒市|暹粒省
Battambang,KH,119251,马德望
Wŏnsan,KP,329207,元山市
Ŭllyul,KP,107997,
Tŏkch’ŏn,KP,237133,
Songnim-ni,KP,152425,
Sinch’ŏn-ŭp,KP,141407,
Sariwŏn-si,KP,310100,沙里院|沙里院市
Pyongyang,KP,3222000,平壌|平壤|平壤市
P’yŏngsŏng,KP,100000,
Paech’ŏn-ŭp,KP,159825,
Namp’o,KP,455000,
Man’gyŏngdae-ri,KP,321690,
Kangsŏn,KP,102436,
Kangnyŏng,KP,106827,
Kaesŏng,KP,338155,开城特级市|開城|開城市
Kaech’ŏn,KP,319554,
Hŭngnam,KP,346082,
Hamhŭng,KP,559056,咸興市
Haeju,KP,222396,
Ch’ŏngdan-ŭp,KP,142607,
Chaeryŏng-ni,KP,125631,
Paek'ak,KP,125924,
Sinŭiju,KP,288112,新义州|新義州市
Sinp’o,KP,152759,
Manp’o,KP,116760,
Kanggye,KP,209530,江界|江界市
Hyesan,KP,192680,恵山市|惠山|惠山市
Chongjin,KP,327000,Tschiün-tschan|清津市
Changam-ch’on,KP,207299,
Yeoju,KR,111897,驪州市
Yangju,KR,179923,楊州市
Wŏnju,KR,332849,原州市
Ulsan,KR,1095014,蔚山|蔚山広域市
Uijeongbu-si,KR,479141,
Daejeon,KR,1470336,大田广域市|大田広域市
Daegu,KR,2365523,Daegu Kóng-he̍k-chhī|大邱广域市|大邱広域市|大邱廣域市
Suwon,KR,1191063,水原市
Seoul,KR,10349312,Seúl|Séoul|首尔|首尔特别市|首爾
Sangju,KR,101267,
Pyeongtaek,KR,364694,
Busan,KR,3343903,Busán|釜山|釜山市|釜山广域市|釜山広域市
Bucheon-si,KR,850731,
Osan,KR,238788,烏山市
Masan,KR,434371,
Gyeongju,KR,245365,慶州|慶州市
Gwangju,KR,1398538,Gwangju Kóng-he̍k-chhī|光州|光州市|光州广域市|光州広域市|光州廣域市
Guri-si,KR,195236,
Gunsan,KR,264656,群山市
Gunpo,KR,286485,
Kimhae,KR,531966,
Gimcheon,KR,150000,金泉市
Iksan,KR,307000,益山市
Incheon,KR,3039450,仁川广域市|仁川広域市|仁川廣域市
Icheon-si,KR,196230,
Hwaseong-si,KR,640890,
Chungju,KR,209483,忠州市
Chuncheon,KR,286124,春川|春川市
Jeonju,KR,629618,全州|全州市
Cheongju-si,KR,853938,
Cheonan,KR,658831,天安市
Chinju,KR,307242,晋州|晋州市
Jeju City,KR,488844,済州市|濟州|濟州市
Changwon,KR,1025702,昌原|昌原市
Anyang-si,KR,595644,
Ansan-si,KR,623256,安山|安山市
Andong,KR,153348,安东市|安東市
Donghae City,KR,101128,
Seongnam-si,KR,914832,
Hanam,KR,254415,
Hwado,KR,106358,
Gwangmyeong,KR,357545,光明市
Seogwipo,KR,178552,
Geoje,KR,232921,
Sejong,KR,394630,世宗
Jeongeup,KR,139876,井邑市
Ḩawallī,KW,164212,
Al Aḩmadī,KW,637411,
Şabāḩ as Sālim,KW,139163,
Zhanaozen,KZ,103598,
Oral,KZ,330000,烏拉爾
Karagandy,KZ,497777,
Atyrau,KZ,290700,阿特勞
Aktobe,KZ,500757,Aktioubé|Aqtóbe|阿克托比
Aktau,KZ,147443,阿克套
Zhezqazghan,KZ,104357,
Taraz,KZ,358153,塔拉兹
Turkestan,KZ,227098,Türkistan
Taldykorgan,KZ,116558,塔爾迪庫爾干
Shymkent,KZ,1200000,奇姆肯特
Semey,KZ,292780,塞米伊
Kyzylorda,KZ,354800,克孜勒奧爾達
Kostanay,KZ,210000,Kostanái|庫斯塔奈
Petropavl,KZ,200920,彼得罗巴甫尔
Pavlodar,KZ,329002,巴甫洛達爾
Ust-Kamenogorsk,KZ,319067,
Kokshetau,KZ,150649,科克舍套
Astana,KZ,345604,Astaná|Nur-Sultán|阿斯塔纳
Almaty,KZ,1977011,阿拉木圖
Vientiane,LA,196731,Vientián|Wyéntyan|万象|永珍
Savannakhet,LA,125760,Savannakhét|Svannakhét
Tripoli,LB,229398,Trípol|Trípoli|的黎波里
Sidon,LB,163554,Sidó|Sidón|Sydón|Szidón|赛达
Beirut,LB,1916100,Beirút|Bejrút|Béiriút|貝魯特|贝鲁特
Nabatîyé et Tahta,LB,120000,
Trincomalee,LK,108420,亭可馬里|亭可马里
Pita Kotte,LK,118179,
Negombo,LK,137223,內貢博|内贡博
Dehiwala-Mount Lavinia,LK,219827,代希瓦勒-芒特拉维尼
Moratuwa,LK,168280,莫拉圖瓦
Maharagama,LK,195355,馬哈拉賈馬
Sri Jayewardenepura Kotte,LK,115826,
Kandy,LK,111701,康提
Kalmunai,LK,100171,
Jaffna,LK,169102,賈夫納
Colombo,LK,648034,可倫坡|哥林堡
Monrovia,LR,1542549,Monróvia|蒙罗维亚|蒙羅維亞
Maseru,LS,359753,Maserú|馬些盧|马塞卢
Vilnius,LT,542366,Vilníus|Vilnüs|Wilñus|维尔纽斯
Klaipėda,LT,172292,Klaipéda|克莱佩达
Kaunas,LT,289380,考那斯
Riga,LV,742572,Ríga|Ríge|里加
Tobruk,LY,141499,Tobrúk|Tóbruch|图卜鲁格
Darnah,LY,102581,Dérna
Benghazi,LY,757490,Benghází|Bengázi|班加西
Al Bayḑā’,LY,129439,
Ajdabiya,LY,131773,Adzsdábija|Adžedábíja|艾季达比耶
Zliten,LY,203790,Zlitán|兹利坦
Tripoli,LY,1302947,Tripilí|Trípol|Trípoli|的黎波里
Tājūrā’,LY,100000,
Sirte,LY,106705,Gasr Zaafrán|苏尔特|蘇爾特|蘇特
Sabha,LY,149329,El-Gedíd|塞卜哈
Qaşr Bin Ghashīr,LY,100069,
Misratah,LY,355657,
Janzūr,LY,154389,
Zawiya,LY,186123,El-Hára
Az Zāwīyah,LY,200000,
Al Ajaylat,LY,130546,Agelát
Al Khums,LY,201943,胡姆斯
Al Jumayl,LY,102000,
Al Jadīd,LY,126386,El-Gedíd
Tangier,MA,1035141,Tánger|坦幾亞
Salé,MA,972299,
Rabat,MA,1655753,剌八|拉巴特
Oujda,MA,539711,乌季达
Marrakesh,MA,995871,Marrákes|马拉喀什
Ksar El Kebir,MA,138262,
Kenitra,MA,470949,Kénitra|蓋尼特拉
Guelmim,MA,129200,蓋勒敏
Al Fqih Ben Çalah,MA,111402,
Fes,MA,1191905,
El Kelaa des Srarhna,MA,103982,
El Jadida,MA,212863,Al-Džadída|杰迪代
Casablanca,MA,3665954,Dâr-ül-Beydâ|卡萨布兰卡
Beni Mellal,MA,210397,Béni Mellal|Béni-Mellal|貝尼邁拉勒
Agadir,MA,698310,Agádír|阿加迪尔
Ait Melloul,MA,187652,
Salé Al Jadida,MA,200000,
Tiraspol,MD,157000,Tiráspol|蒂拉斯波尔
Chisinau,MD,635994,Kiszyniów|基希讷乌
Bender,MD,110175,賓傑里
Bălţi,MD,125000,Municipalité de Bălţi
Podgorica,ME,236852,Podgairítse|波德戈里察
Toamasina,MG,345107,图阿马西纳
Toliara,MG,178725,Tuléar|圖利亞拉
Mahajanga,MG,260556,马哈赞加
Fianarantsoa,MG,203105,菲亞納蘭楚阿
Antsiranana,MG,136959,Diégo-Suarez
Antsirabe,MG,260907,安齐拉贝
Antananarivo,MG,1349501,Antananarívó|塔那那利佛|安塔那那利佛
Skopje,MK,474889,Escópia|Usküb|Üsküp|斯科普里
Sikasso,ML,349324,錫卡索
Ségou,ML,205787,Segú|Ségoukoro|塞古
Mopti,ML,186187,莫普提
Kayes,ML,194716,卡伊
Kalaban Koro,ML,148247,
Gao,ML,133110,加奥
Bamako,ML,4227569,Bamakó|巴馬科
Yenangyaung,MM,110553,
Yawnghwe,MM,188083,
Taungoo,MM,106945,
Thaton,MM,123727,
Dawei,MM,136783,土瓦
Taunggyi,MM,160115,東枝
Sittwe,MM,177743,实兑
Yangon,MM,4477638,Jangún|Ngióng-kông|Rangún|仰光
Pyay,MM,135308,卑謬市|卑謬鎮|卑谬镇
Bago,MM,244376,Pégou|勃固
Pakokku,MM,126938,
Myingyan,MM,141713,敏建
Mu-se,MM,165022,
Mawlamyine,MM,438861,毛淡棉
Monywa,MM,182011,蒙育瓦
Möng Yang,MM,117108,
Mingaladon,MM,136000,
Myeik,MM,173298,丹老
Meiktila,MM,177442,
Pyin Oo Lwin,MM,117303,
Mandalay,MM,1208099,曼德勒
Lashio,MM,131000,腊戍|臘戍
Kyauktan,MM,132765,
Kyaukpyu,MM,180000,皎漂
Kēng Tung,MM,171620,
Kalemyo,MM,348573,
Insein,MM,247675,
Hinthada,MM,134947,興實達|軒化達
Pathein,MM,237089,勃生
Ann,MM,119714,
Set Ka Lay,MM,111514,
Nay Pyi Taw,MM,925000,
Hlaingthaya,MM,687867,
Mingala Tangnyunt,MM,132494,
Ulan Bator,MN,844818,Da Hüryee|Ulanbátar|Ulán Bator|Ulánbátor|乌兰巴托|库伦|库倫
Taipa,MO,112051,氹仔
Macau,MO,649335,Makaó|Màkáù|Ó̤-muòng|澳門|澳门
Nouakchott,MR,1184530,Núaksjott|努瓦克肖特|或索
Nouadhibou,MR,146048,Nuadibú|Port-Étienne
Vacoas,MU,115289,
Port Louis,MU,155226,路易港
Beau Bassin-Rose Hill,MU,111355,
Male,MV,103693,Malé|瑪律|馬累|马累
Mzuzu,MW,249564,姆祖祖
Lilongwe,MW,1115815,Lilongüe|Lílongve|利隆圭|里朗威
Blantyre,MW,902588,布兰太尔
Zumpango,MX,280455,
Yautepec,MX,105780,
Xochimilco,MX,442178,Delegación Xochimilco
Villahermosa,MX,353577,比亚埃尔莫萨
Gustavo Adolfo Madero,MX,1185772,
Tuxtla,MX,604147,Tochtlan Gutiérrez|Tuxtla Gutiérrez|图斯特拉古铁雷斯
Toluca,MX,489333,托卢卡
Tlalpan,MX,574577,Delegación Tlalpan
Tlalnepantla,MX,653410,特拉尔内潘特拉
Tláhuac,MX,305076,Delegación Tláhuac
Teziutlan,MX,103583,Teziutlán
Cuautitlán Izcalli,MX,555163,
San Pablo de las Salinas,MX,156191,
Tuxtepec,MX,159452,圣胡安包蒂斯塔图斯特佩克|聖胡安包蒂斯塔圖斯特佩克
Puebla,MX,1692181,Puebla de los Ángeles|普埃布拉
Poza Rica de Hidalgo,MX,185242,波萨里卡|波薩里卡
Playa del Carmen,MX,149923,普拉亞德爾卡曼
Pachuca de Soto,MX,256584,帕丘卡
Oaxaca,MX,255029,Huaxyacac Juárez|Oaxaca de Juárez|Oaxaka de Juárez|瓦哈卡市
Nuevo Laredo,MX,416055,新拉雷多
Miramar,MX,118614,
Mérida,MX,1201000,Ciudad de Mérida|Mérida i Yucatán|梅里达|梅里達
Heroica Matamoros,MX,510739,
Magdalena Contreras,MX,238431,
Jiutepec,MX,215357,
Xalapa de Enríquez,MX,424755,Jalapa Enríquez|Xalapa-Enríquez
Iztapalapa,MX,1835486,Delegación Iztapalapa|伊斯塔帕拉帕
Iztacalco,MX,384326,Delegación de Ixtacalco
Cuernavaca,MX,338650,庫埃納瓦卡
Delegación Cuajimalpa de Morelos,MX,160491,
Coyoacán,MX,614447,
Córdoba,MX,204721,科爾多瓦
Coatzacoalcos,MX,310698,夸察夸爾科斯
Ciudad Victoria,MX,332100,維多利亞城
Ciudad Nezahualcoyotl,MX,1077208,Cd. Nezahualcóyotl|Ciudad Netzahualcóyotl|Ciudad Nezahualcóyotl|Netzahualcóyotl|Nezahualcóyotl|Ranchería Netzahualcóyotl
Mexico City,MX,12294193,Cidade de México|Cidade do México|Ciudad de Méjico|Ciudad de México|Lungsod ng México|Mexíkóborg|México|México Distrito Federal|Valle de México|墨西哥城
Ciudad del Carmen,MX,191238,卡門城
Cholula,MX,292881,San Andrés Cholula|乔卢拉|喬盧拉
Chilpancingo,MX,187251,
Chetumal,MX,169028,切图马尔
Cancún,MX,888797,Ciudad Cancún|坎昆|港觀
Campeche,MX,220389,
Azcapotzalco,MX,414711,
Acapulco de Juárez,MX,658609,Acapolco Juárez|Akapúlkó|阿卡普尔科
Tepexpan,MX,102667,
Benito Juarez,MX,355017,Benito Juárez
Miguel Hidalgo,MX,372889,Delegación Miguel Hidalgo
Cuauhtémoc,MX,531831,
Huixquilucan,MX,124846,
Ojo de Agua,MX,386290,
Buenavista,MX,216776,
Zacatecas,MX,129011,萨卡特卡斯
Ciudad de Villa de Álvarez,MX,117600,
Tepic,MX,332863,特皮克
Santa Catarina,MX,304052,
San Nicolás de los Garza,MX,412199,San Nicolás de los Garsas|San Nicolás de los Garzas|聖尼古拉斯市
San Miguel de Allende,MX,174615,圣米格尔-德阿连德|聖米格爾-德阿連德|聖米格爾德阿連德
San Luis Potosí,MX,722772,Altepetl San Luis Potosí|San Luis Potosí City|圣路易斯波托西市
Cabo San Lucas,MX,202694,Mys svätého Lukáša|卡布聖盧卡斯|卡波圣卢卡斯|卡波聖盧卡斯
San José del Cabo,MX,136285,
Saltillo,MX,709671,萨尔蒂约
Rosarito,MX,100660,
Santiago de Querétaro,MX,1594212,Querétaro|Querétaro City|Santiagu di Querétaro|克雷塔罗
Puerto Vallarta,MX,224166,Las Peñas|巴亚尔塔港|巴亞爾塔港
Piedras Negras,MX,150178,
Morelia,MX,743275,莫雷利亚
Monterrey,MX,1135512,Monterrey i Nuevo León|蒙特雷
Mexicali,MX,1032686,墨西卡利
La Paz,MX,250141,
Nogales,MX,264782,諾加萊斯
Hermosillo,MX,812229,埃莫西约
Guadalajara,MX,1385629,瓜达拉哈拉
Victoria de Durango,MX,518709,杜兰戈
Culiacán,MX,808416,Culiacán Rosales|库利亚坎
Colima,MX,146965,
Ciudad Delicias,MX,148045,德利西亚斯|德利西亞斯
Ciudad Acuña,MX,216099,Acuña|Lungsod ng Acuña|Villa Acuña|阿庫尼亞
Chihuahua,MX,925762,奇瓦瓦市|芝華華市
Apatzingán,MX,102362,阿帕欽甘
Aguascalientes,MX,722250,阿瓜斯卡连特斯
Maran,MY,111056,
Kuala Kubu Baharu,MY,194387,新古毛
Batu Pahat,MY,156236,
Kampung Pasir Gudang Baru,MY,145639,
Pasir Gudang,MY,534659,巴西古当
Kampung Larkin Lama,MY,500000,
Pelentong,MY,583640,
Masai,MY,141730,
Johor Bahru,MY,858118,新山
Kluang,MY,323762,
Muar,MY,314776,麻坡
Kapar,MY,269627,加埔区|加埔區
Shah Alam,MY,740750,沙亞南|莎阿南
Klang,MY,240016,巴生|巴生市
Kota Kinabalu,MY,500421,亞庇
Lahad Datu,MY,105622,拿笃
Sandakan,MY,439050,Sân-tá-kîn|山打根
Tawau,MY,372615,斗湖
Kulim,MY,170889,
Taiping,MY,217647,太平
Ipoh,MY,759952,Yî-pó-sṳ|怡保
Kuala Terengganu,MY,426500,瓜拉登嘉楼
Malacca,MY,579000,马六甲
Seremban,MY,372917,双溪乌绒|芙蓉市|花城
Sepang,MY,212050,雪邦
Butterworth,MY,107591,北海|北海槟城
Bukit Mertajam,MY,212329,大山脚|大山腳
Tasek Glugor,MY,135786,打昔牛汝莪
Bayan Lepas,MY,130455,
George Town,MY,158336,乔治市|喬治市
Rawang,MY,199095,万挠
Sungai Buloh,MY,222858,
Kuala Lumpur,MY,1453975,Kúala Lúmpúr|吉隆坡
Setapak,MY,353268,
Batu Caves,MY,254083,
Ampang,MY,126285,安邦
Kuantan,MY,548014,关丹
Sitiawan,MY,156234,
Teluk Intan,MY,232800,安顺|安顺市
Sungai Petani,MY,544851,
Pasir Puteh,MY,137400,
Kuala Krai,MY,105007,
Kuching,MY,402738,古晉
Sibu,MY,198239,詩巫
Alor Setar,MY,417800,Yàluó Shìdǎ|亚罗士打|亞羅士打
Kota Bharu,MY,568900,Kô-tá-ha̍p-lû-sṳ|哥打巴鲁
Bintulu,MY,151617,民都魯|民都鲁
Miri,MY,300543,美里
Seri Kembangan,MY,130252,
Sentul,MY,100000,
Puchong,MY,375181,
Kampung Kangkar Teberau,MY,412373,
Kampung Sungai Glugur,MY,145600,
Kampung Sungai Ara,MY,140849,
Ijok,MY,100899,
Kampung Baru Subang,MY,833571,
Cheras,MY,135823,蕉賴
Kota Kuala Muda,MY,544984,
Bercham,MY,150000,
Seri Manjung,MY,100000,斯里曼絨|斯里曼绒
Selayang Baru Utara,MY,542409,
Iskandar Puteri,MY,575977,依斯干达公主城
Kajang,MY,236240,加影
Bukit Bintang,MY,120529,
Kota Damansara,MY,500000,
Taman Petaling,MY,423062,
Wangsa Maju,MY,215600,
Perling,MY,101263,
Mukim Pulai,MY,505661,蒲來
Bandar Mahkota Cheras,MY,100000,
Paya Terubong,MY,226712,Lóng-bué|垄尾|壟尾
Setia Alam,MY,150000,
Bandar Bukit Raja,MY,146534,
Bukit Rahman Putra,MY,607000,
Bandar Tasik Puteri,MY,150000,
Titiwangsa,MY,122096,
Bandar Seri Alam,MY,220000,
Bandar Utama,MY,200000,
Bukit Jalil,MY,200000,
Xai-Xai,MZ,154356,賽賽
Mocuba,MZ,196001,莫庫巴
Tete,MZ,357000,太特
Ressano Garcia,MZ,110000,
Quelimane,MZ,349842,克利馬內
Pemba,MZ,232932,彭巴
Nampula,MZ,770379,楠普拉
Nacala,MZ,239808,
Maxixe,MZ,126408,馬希謝
Matola,MZ,1198988,
Maputo,MZ,1254837,Mapútó|马普托
Mandimba,MZ,118922,
Lichinga,MZ,281341,利欣加
Gurúè,MZ,168971,Gurué|古魯埃|古鲁埃
Chimoio,MZ,422046,希莫尤
Beira,MZ,687764,贝拉
Angoche,MZ,104540,António Enes|Vila de António Enes|安戈謝
Windhoek,NA,386219,温得和克|溫得和克|溫荷克
Zinder,NE,318874,津德尔
Tahoua,NE,159468,塔瓦
Niamey,NE,1323691,Níamey|尼亞美
Maradi,NE,361702,
Agadez,NE,149549,阿加德茲
Zaria,NG,980000,扎里亚
Yola,NG,460000,約拉
Yenagoa,NG,365000,
Uyo,NG,436606,
Uromi,NG,108608,乌罗米
Umuahia,NG,370000,乌穆阿希亚
Sokoto,NG,1040000,Sókótó|索科托
Port Harcourt,NG,2120000,哈科特港
Pindiga,NG,106322,
Owerri,NG,545000,奧韋里
Osogbo,NG,645000,
Nsukka,NG,111017,
Nkpor,NG,103733,
Modakeke,NG,119529,
Minna,NG,425000,明納
Makurdi,NG,390000,马库尔迪
Maiduguri,NG,1110000,邁杜古里
Lekki,NG,401272,
Lafia,NG,127236,
Katsina,NG,670000,Kàtsínà|卡齐纳
Kano,NG,4910000,Kánò|卡諾
Kaduna,NG,1850000,Kàdúná|卡杜納
Jos,NG,1040000,乔斯
Jalingo,NG,117757,
Irewe,NG,139494,
Inisa,NG,164161,
Ilorin,NG,1080000,伊洛林
Ikeja,NG,313196,
Ibadan,NG,3649000,Ibadán|伊巴丹
Gusau,NG,226857,
Gombe,NG,560000,
Esuk Oron,NG,112033,
Enugu,NG,950000,Enúgwu|Ẹnúgu|埃努古
Ebute Ikorodu,NG,535619,
Calabar,NG,540000,卡拉巴尔
Birnin Kebbi,NG,108164,
Benin City,NG,1782000,Benínborg|Bénin|Ciudad de Benín|Ìlú Benin|贝宁城
Bauchi,NG,693700,包奇
Awka,NG,167738,Óká|奧卡
Amaigbo,NG,127300,
Aliayabiagba,NG,228000,
Akure,NG,730000,Àkúrẹ́|阿庫雷
Ado-Ekiti,NG,435000,
Abuja,NG,2690000,Abùjá|阿布賈|阿布贾
Abeokuta,NG,735000,Abẹ́òkúta|阿贝奥库塔
Abakaliki,NG,134102,阿巴卡利基
Obalende,NG,342000,
Alimosho,NG,308290,
Akowonjo,NG,308900,
Chakwama,NG,200000,
Matagalpa,NI,109089,
Masaya,NI,130113,馬薩亞
Managua,NI,973087,Manágua|馬拿瓜|馬納瓜
León,NI,144538,莱昂
Chinandega,NI,126387,
Zwolle,NL,129840,兹沃勒
Zoetermeer,NL,115845,
Zaanstad,NL,140085,
Utrecht,NL,376435,乌得勒支|烏德勒支
Tilburg,NL,221947,蒂尔堡
's-Hertogenbosch,NL,160783,
Rotterdam,NL,868135,Rottérdam|Róterdam|Róterdan|鹿特丹
Nijmegen,NL,177359,奈梅亨
Maastricht,NL,122378,马斯特里赫特
Leiden,NL,119713,莱顿
Leeuwarden,NL,124481,吕伐登
Hoofddorp,NL,132734,
Haarlem,NL,162543,哈勒姆
Groningen,NL,244807,格罗宁根
Enschede,NL,153655,恩斯赫德
Eindhoven,NL,235691,埃因霍温|燕豪芬
Dordrecht,NL,119260,
Breda,NL,184126,Bréda|布雷达|布雷達
Arnhem,NL,162424,Arném|阿纳姆
Apeldoorn,NL,136670,阿珀尔多伦
Amsterdam,NL,741636,Amstelodhámon|Amstérdam|Ámsterdan|阿姆斯特丹
Amersfoort,NL,139914,
Almere Stad,NL,176432,
Trondheim,NO,216518,Þrándheimur|特隆赫姆
Stavanger,NO,148682,
Oslo,NO,1082575,Osló|奥斯陆|奧斯陸
Kristiansand,NO,117237,克里斯蒂安桑
Drammen,NO,105042,德拉门
Bergen,NO,294029,卑爾根
Pokhara,NP,600051,博克拉
Pātan,NP,299283,
Lahān,NP,102955,
Kathmandu,NP,1442271,Katmandó|Katmandú|Káthmandu|加德滿都
Janakpur,NP,195438,賈納克布爾
Hetauda,NP,195951,黑道達
Dharān,NP,173096,
Dhangaḍhi̇̄,NP,204788,
Butwāl,NP,195054,
Birgañj,NP,268273,
Biratnagar,NP,244750,比拉德訥格爾
Bharatpur,NP,369377,婆罗多布尔|婆羅多布爾
Birendranagar,NP,154886,比蘭德拉納加爾
Nepalgunj,NP,166258,
Madhyapur Thimi,NP,119955,
Wellington,NZ,381900,Hiê-lìng-dóng|威靈頓|惠灵顿
Manukau City,NZ,362000,
Lower Hutt,NZ,113400,下哈特
Hamilton,NZ,189700,哈密尔顿
Dunedin,NZ,131800,但尼丁
Christchurch,NZ,412000,克赖斯特彻奇|基督城
Auckland,NZ,1530500,奧克蘭都會區
Sohar,OM,108274,Suhár|苏哈尔
Şalālah,OM,163140,
Şaḩam,OM,140000,
Muscat,OM,797000,Múskat|馬斯喀特|马斯喀特
‘Ibrī,OM,163473,
Bawshar,OM,383257,
As Suwayq,OM,107143,
Seeb,OM,470878,Szíb|Síb|锡卜
Rustaq,OM,120000,Qal‘at Kasrá
Panamá,PA,408168,Ciudad de Panamá|Ziudá de Panamá|巴拿馬城
Juan Díaz,PA,100636,
Trujillo,PE,919899,特鲁希略
Pucallpa,PE,326040,普兰尔帕|普卡尔帕
Piura,PE,484475,皮乌拉
Iquitos,PE,377609,伊基托斯
Huaraz,PE,118836,瓦拉斯
Huánuco,PE,196627,瓦努科
Chiclayo,PE,552508,奇克拉约
Cajamarca,PE,201329,卡哈馬卡
Tacna,PE,286240,塔克纳
Puno,PE,128637,普诺
Lima,PE,7737002,Líma|Líoma|利馬
Ica,PE,282407,伊卡
Huancayo,PE,456250,万卡约
Cusco,PE,428450,庫斯科
Callao,PE,1300000,Regió de Callao|卡亞俄
Ayacucho,PE,140033,阿亚库乔
Arequipa,PE,1008290,阿雷基帕
Santa Anita - Los Ficus,PE,184614,
San Martin,PE,130000,
San Francisco De Borja,PE,105076,
Port Moresby,PG,283733,莫尔兹比港
NIA Valencia,PH,223620,巴伦西亚城
Tuguegarao,PH,167297,
Toledo,PH,206692,
Tayabas,PH,115318,
Tanza,PH,105510,
Talisay,PH,109204,Talísay|塔利賽|塔里萨伊
Magugpo Poblacion,PH,233254,Tágum|塔古姆
Tabuk,PH,122771,
Santol,PH,298976,
San Pablo,PH,300166,圣巴勃罗|聖巴勃羅
San Jose,PH,143495,
San Fernando,PH,251248,圣费尔南多
Rosario,PH,128352,
Pulong Santa Cruz,PH,126844,
Puerto Princesa,PH,222673,普林塞薩港
Pasay,PH,416522,
Panalanoy,PH,189090,
Panabo,PH,211242,巴拿波
Pagadian,PH,206483,
Norzagaray,PH,140697,
Naga,PH,174931,
Muricay,PH,132094,
Marikina City,PH,471323,
Mantampay,PH,265032,
Mansilingan,PH,454150,
Manila,PH,1600000,Maníla|馬尼拉|马尼拉
Mandaluyong City,PH,465902,Mandalúyong|曼达卢永市|曼達盧永
Lipa City,PH,212287,
Libertad,PH,250353,
Koronadal,PH,201844,科罗纳达尔
Iriga City,PH,115306,
Iligan City,PH,312323,
Hagonoy,PH,123531,
Guyong,PH,155391,
Gingoog,PH,138895,
General Santos,PH,722059,三投斯將軍市
Dumaguete,PH,113541,朗芒芽地
Davao,PH,1848947,Davaó|达沃市
Cotabato,PH,383383,
Cebu City,PH,965332,Ciudad de Cebú
Cavite City,PH,115932,甲米地
Capas,PH,162724,
Calamba,PH,575046,Calambá|卡兰巴
Cadiz,PH,129053,
Cabanatuan City,PH,343672,Cabanatúan
Butuan,PH,309709,武端市
Bulaon,PH,131818,
Budta,PH,1273715,
Bayugan,PH,110313,
Bayawan,PH,126744,巴湾湾
Baguio,PH,272714,碧瑶市
Bago City,PH,192993,巴哥
Angeles City,PH,483452,
Malingao,PH,1121974,
Commonwealth,PH,215034,
Bagong Silangan,PH,106886,
Mandaluyong,PH,425000,
Wazirabad,PK,102444,沃济拉巴德|沃濟拉巴德
Tordher,PK,150000,
Tando Adam,PK,125598,
Shahkot,PK,200000,
Saddiqabad,PK,189876,
Quetta,PK,1565546,Kvéta|奎達
Peshawar,PK,4758762,Péšávar|白沙瓦
Muzaffarābād,PK,725000,Müzəffərabad
Muridke,PK,164246,穆里德蓋
Model Town,PK,100000,
Mingora,PK,279914,明戈拉|明绞拉
Manjhand,PK,140766,
Lahore,PK,13004135,Láhaur|拉合尔|拉合爾
Kot Addu,PK,104217,
Khuzdar,PK,141227,
Khanpur,PK,142426,
Karachi,PK,11624219,Karáči|卡拉奇|喀拉蚩
Kamoke,PK,199531,
Kamalia,PK,112426,
Jhang Sadr,PK,341210,章萨德尔
